#| Week of 1 advent
epiphany|6|1|saturday|Saturday|107:33-43, 108:1-6(7-13)|33|Isa. 66:1-6|1 Tim. 6:6-21|Mark 12:35-44
#| Week of 7 Epiphany
epiphany|7|1|sunday|Sunday|118|145|Isa. 66:7-14|1 John 3:4-10|John 10:7-16
epiphany|7|1|monday|Monday|106:1-18|106:19-48|Ruth 1:1-14|2 Cor. 1:1-11|Matt. 5:1-12
epiphany|7|1|tuesday|Tuesday|[120], 121, 122, 123|124, 125, 126, [127]|Ruth 1:15-22|2 Cor. 1:12-22|Matt. 5:13-20
epiphany|7|1|wednesday|Wednesday|119:145-176|128, 129, 130|Ruth 2:1-13|2 Cor. 1:23—2:17|Matt. 5:21-26
epiphany|7|1|thursday|Thursday|131, 132, [133]|134, 135|Ruth 2:14-23|2 Cor. 3:1-18|Matt. 5:27-37
epiphany|7|1|friday|Friday|140, 142|141, 143:1-11(12)|Ruth 3:1-18|2 Cor. 4:1-12|Matt. 5:38-48
epiphany|7|1|saturday|Saturday|137:1-6(7-9), 144|104|Ruth 4:1-17|2 Cor. 4:13—5:10|Matt. 6:1-6
#| Daily Office Year Two 949
#| Week of 6 Epiphany
epiphany|6|2|sunday|Sunday|66, 67|19, 46|Gen. 29:20-35|1 Tim. 3:14—4:10|Mark 10:23-31
epiphany|6|2|monday|Monday|89:1-18|89:19-52|Gen. 30:1-24|1 John 1:1-10|John 9:1-17
epiphany|6|2|tuesday|Tuesday|97, 99, [100]|94, [95]|Gen. 31:1-24|1 John 2:1-11|John 9:18-41
epiphany|6|2|wednesday|Wednesday|101, 109:1-4(5-19)20-30|119:121-144|Gen. 31:25-50|1 John 2:12-17|John 10:1-18
epiphany|6|2|thursday|Thursday|105:1-22|105:23-45|Gen. 32:3-21|1 John 2:18-29|John 10:19-30
epiphany|6|2|friday|Friday|102|107:1-32|Gen. 32:22—33:17|1 John 3:1-10|John 10:31-42
epiphany|6|2|saturday|Saturday|107:33-43, 108:1-6(7-13)|33|Gen. 35:1-20|1 John 3:11-18|John 11:1-16
#| Week of 7 Epiphany
epiphany|7|2|sunday|Sunday|118|145|Prov. 1:20-33|2 Cor. 5:11-21|Mark 10:35-45
epiphany|7|2|monday|Monday|106:1-18|106:19-48|Prov. 3:11-20|1 John 3:18—4:6|John 11:17-29
epiphany|7|2|tuesday|Tuesday|[120], 121, 122, 123|124, 125, 126, [127]|Prov. 4:1-27|1 John 4:7-21|John 11:30-44
epiphany|7|2|wednesday|Wednesday|119:145-176|128, 129, 130|Prov. 6:1-19|1 John 5:1-12|John 11:45-54
epiphany|7|2|thursday|Thursday|131, 132, [133]|134, 135|Prov. 7:1-27|1 John 5:13-21|John 11:55—12:8
epiphany|7|2|friday|Friday|140, 142|141, 143:1-11(12)|Prov. 8:1-21|Philemon 1-25|John 12:9-19
epiphany|7|2|saturday|Saturday|137:1-6(7-9), 144|104|Prov. 8:22-36|2 Tim. 1:1-14|John 12:20-26
#| 950 Daily Office Year One
#| Week of 8 Epiphany
epiphany|8|1|sunday|Sunday|146, 147|111, 112, 113|Deut. 4:1-9|2 Tim. 4:1-8|John 12:1-8
epiphany|8|1|monday|Monday|1, 2, 3|4, 7|Deut. 4:9-14|2 Cor. 10:1-18|Matt. 6:7-15
epiphany|8|1|tuesday|Tuesday|5, 6|10, 11|Deut. 4:15-24|2 Cor. 11:1-21a|Matt. 6:16-23
epiphany|8|1|wednesday|Wednesday|119:1-24|12, 13, 14|Deut. 4:25-31|2 Cor. 11:21b-33|Matt. 6:24-34
epiphany|8|1|thursday|Thursday|18:1-20|18:21-50|Deut. 4:32-40|2 Cor. 12:1-10|Matt. 7:1-12
epiphany|8|1|friday|Friday|16, 17|22|Deut. 5:1-22|2 Cor. 12:11-21|Matt. 7:13-21
epiphany|8|1|saturday|Saturday|20, 21:1-7(8-14)|110:1-5(6-7), 116, 117|Deut. 5:22-33|2 Cor. 13:1-14|Matt. 7:22-29
#| Week of Last Epiphany
epiphany|9|1|sunday|Sunday|148, 149, 150|114, 115|Deut. 6:1-9|Heb. 12:18-29|John 12:24-32
epiphany|9|1|monday|Monday|25|9, 15|Deut. 6:10-15|Heb. 1:1-14|John 1:1-18
epiphany|9|1|tuesday|Tuesday|26, 28|36, 39|Deut. 6:16-25|Heb. 2:1-10|John 1:19-28
epiphany|9|1|wednesday|Ash Wednesday|Wednesday|95* & 32, 143|102, 130|Jonah 3:1—4:11|Heb. 12:1-14|Luke 18:9-14
epiphany|9|1|thursday|Thursday|37:1-18|37:19-42|Deut. 7:6-11|Titus 1:1-16|John 1:29-34
epiphany|9|1|friday|Friday|95* & 31|35|Deut. 7:12-16|Titus 2:1-15|John 1:35-42
epiphany|9|1|saturday|Saturday|30, 32|42, 43|Deut. 7:17-26|Titus 3:1-15|John 1:43-51
#| * For the|Invitatory
#| Daily Office Year Two 951
#| Week of 8 Epiphany
epiphany|8|2|sunday|Sunday|146, 147|111, 112, 113|Prov. 9:1-12|2 Cor. 9.6b-15|Mark 10:46-52
epiphany|8|2|monday|Monday|1, 2, 3|4, 7|Prov. 10:1-12|2 Tim. 1:15—2:13|John 12:27-36a
epiphany|8|2|tuesday|Tuesday|5, 6|10, 11|Prov. 15:16-33|2 Tim. 2:14-26|John 12:36b-50
epiphany|8|2|wednesday|Wednesday|119:1-24|12, 13, 14|Prov. 17:1-20|2 Tim. 3:1-17|John 13:1-20
epiphany|8|2|thursday|Thursday|18:1-20|18:21-50|Prov. 21:30—22:6|2 Tim. 4:1-8|John 13:21-30
epiphany|8|2|friday|Friday|16, 17|22|Prov. 23:19-21,29—24:2|2 Tim. 4:9-22|John 13:31-38
epiphany|8|2|saturday|Saturday|20, 21:1-7(8-14)|110:1-5(6-7), 116, 117|Prov. 25:15-28|Phil. 1:1-11|John 18:1-14
#| Week of Last Epiphany
epiphany|9|2|sunday|Sunday|148, 149, 150|114, 115|Ecclus. 48:1-11|2 Cor. 3:7-18|Luke 9:18-27
epiphany|9|2|monday|Monday|25|9, 15|Prov. 27:1-6,10-12|Phil. 2:1-13|John 18:15-18,25-27
epiphany|9|2|tuesday|Tuesday|26, 28|36, 39|Prov. 30:1-4,24-33|Phil. 3:1-11|John 18:28-38
epiphany|9|2|wednesday|Ash Wednesday|Wednesday|95* & 32, 143|102, 130|Amos 5:6-15|Heb. 12:1-14|Luke 18:9-14
epiphany|9|2|thursday|Thursday|37:1-18|37:19-42|Hab. 3:1-10(11-15)16-18|Phil. 3:12-21|John 17:1-8
epiphany|9|2|friday|Friday|95* & 31|35|Ezek. 18:1-4,25-32|Phil. 4:1-9|John 17:9-19
epiphany|9|2|saturday|Saturday|30, 32|42, 43|Ezek. 39:21-29|Phil. 4:10-20|John 17:20-26
#| * For the|Invitatory
#| 952 Daily Office Year One
#| Week of 1 Lent
lent|1|1|sunday|Sunday|63:1-8(9-11), 98|103|Deut. 8:1-10|1 Cor. 1:17-31|Mark 2:18-22
lent|1|1|monday|Monday|41, 52|44|Deut. 8:11-20|Heb. 2:11-18|John 2:1-12
lent|1|1|tuesday|Tuesday|45|47, 48|Deut. 9:4-12|Heb. 3:1-11|John 2:13-22
lent|1|1|wednesday|Wednesday|119:49-72|49, [53]|Deut. 9:13-21|Heb. 3:12-19|John 2:23—3:15
lent|1|1|thursday|Thursday|50|[59, 60] or 19, 46|Deut. 9:23—10:5|Heb. 4:1-10|John 3:16-21
lent|1|1|friday|Friday|95* & 40, 54|51|Deut. 10:12-22|Heb. 4:11-16|John 3:22-36
lent|1|1|saturday|Saturday|55|138, 139:1-17(18-23)|Deut. 11:18-28|Heb. 5:1-10|John 4:1-26
#| Week of 2 Lent
lent|2|1|sunday|Sunday|24, 29|8, 84|Jer. 1:1-10|1 Cor. 3:11-23|Mark 3:31—4:9
lent|2|1|monday|Monday|56, 57, [58]|64, 65|Jer. 1:11-19|Rom. 1:1-15|John 4:27-42
lent|2|1|tuesday|Tuesday|61, 62|68:1-20(21-23)24-36|Jer. 2:1-13|Rom. 1:16-25|John 4:43-54
lent|2|1|wednesday|Wednesday|72|119:73-96|Jer. 3:6-18|Rom. 1:28—2:11|John 5:1-18
lent|2|1|thursday|Thursday|[70], 71|74|Jer. 4:9-10, 19-28|Rom. 2:12-24|John 5:19-29
lent|2|1|friday|Friday|95* & 69:1-23(24-30)31-38|73|Jer. 5:1-9|Rom. 2:25—3:18|John 5:30-47
lent|2|1|saturday|Saturday|75, 76|23, 27|Jer. 5:20-31|Rom. 3:19-31|John 7:1-13
#| * For the|Invitatory
#| Daily Office Year Two 953
#| Week of 1 Lent
lent|1|2|sunday|Sunday|63:1-8(9-11), 98|103|Dan. 9:3-10|Heb. 2:10-18|John 12:44-50
lent|1|2|monday|Monday|41, 52|44|Gen. 37:1-11|1 Cor. 1:1-19|Mark 1:1-13
lent|1|2|tuesday|Tuesday|45|47, 48|Gen. 37:12-24|1 Cor. 1:20-31|Mark 1:14-28
lent|1|2|wednesday|Wednesday|119:49-72|49, [53]|Gen. 37:25-36|1 Cor. 2:1-13|Mark 1:29-45
lent|1|2|thursday|Thursday|50|[59, 60] or 19, 46|Gen. 39:1-23|1 Cor. 2:14—3:15|Mark 2:1-12
lent|1|2|friday|Friday|95* & 40, 54|51|Gen. 40:1-23|1 Cor. 3:16-23|Mark 2:13-22
lent|1|2|saturday|Saturday|55|138, 139:1-17(18-23)|Gen. 41:1-13|1 Cor. 4:1-7|Mark 2:23—3:6
#| Week of 2 Lent
lent|2|2|sunday|Sunday|24, 29|8, 84|Gen. 41:14-45|Rom. 6:3-14|John 5:19-24
lent|2|2|monday|Monday|56, 57, [58]|64, 65|Gen. 41:46-57|1 Cor. 4:8-20(21)|Mark 3:7-19a
lent|2|2|tuesday|Tuesday|61, 62|68:1-20(21-23)24-36|Gen. 42:1-17|1 Cor. 5:1-8|Mark 3:19b-35
lent|2|2|wednesday|Wednesday|72|119:73-96|Gen. 42:18-28|1 Cor. 5:9—6:8|Mark 4:1-20
lent|2|2|thursday|Thursday|[70], 71|74|Gen. 42:29-38|1 Cor. 6:12-20|Mark 4:21-34
lent|2|2|friday|Friday|95* & 69:1-23(24-30)31-38|73|Gen. 43:1-15|1 Cor. 7:1-9|Mark 4:35-41
lent|2|2|saturday|Saturday|75, 76|23, 27|Gen. 43:16-34|1 Cor. 7:10-24|Mark 5:1-20
#| * For the|Invitatory
#| 954 Daily Office Year One
#| Week of 3 Lent
lent|3|1|sunday|Sunday|93, 96|34|Jer. 6:9-15|1 Cor. 6:12-20|Mark 5:1-20
lent|3|1|monday|Monday|80|77, [79]|Jer. 7:1-15|Rom. 4:1-12|John 7:14-36
lent|3|1|tuesday|Tuesday|78:1-39|78:40-72|Jer. 7:21-34|Rom. 4:13-25|John 7:37-52
lent|3|1|wednesday|Wednesday|119:97-120|81, 82|Jer. 8:18—9:6|Rom. 5:1-11|John 8:12-20
lent|3|1|thursday|Thursday|[83] or 42,43|85, 86|Jer. 10:11-24|Rom. 5:12-21|John 8:21-32
lent|3|1|friday|Friday|95* & 88|91, 92|Jer. 11:1-8,14-20|Rom. 6:1-11|John 8:33-47
lent|3|1|saturday|Saturday|87, 90|136|Jer. 13:1-11|Rom. 6:12-23|John 8:47-59
#| Week of 4 Lent
lent|4|1|sunday|Sunday|66, 67|19, 46|Jer. 14:1-9,17-22|Gal. 4:21—5:1|Mark 8:11-21
lent|4|1|monday|Monday|89:1-18|89:19-52|Jer. 16:10-21|Rom. 7:1-12|John 6:1-15
lent|4|1|tuesday|Tuesday|97, 99, [100]|94, [95]|Jer. 17:19-27|Rom. 7:13-25|John 6:16-27
lent|4|1|wednesday|Wednesday|101, 109:1-4(5-19)20-30|119:121-144|Jer. 18:1-11|Rom. 8:1-11|John 6:27-40
lent|4|1|thursday|Thursday|69:1-23(24-30)31-38|73|Jer. 22:13-23|Rom. 8:12-27|John 6:41-51
lent|4|1|friday|Friday|95* & 102|107:1-32|Jer. 23:1-8|Rom. 8:28-39|John 6:52-59
lent|4|1|saturday|Saturday|107:33-43, 108:1-6(7-13)|33|Jer. 23:9-15|Rom. 9:1-18|John 6:60-71
#| * For the|Invitatory
#| Daily Office Year Two 955
#| Week of 3 Lent
lent|3|2|sunday|Sunday|93, 96|34|Gen. 44:1-17|Rom. 8:1-10|John 5:25-29
lent|3|2|monday|Monday|80|77, [79]|Gen. 44:18-34|1 Cor. 7:25-31|Mark 5:21-43
lent|3|2|tuesday|Tuesday|78:1-39|78:40-72|Gen. 45:1-15|1 Cor. 7:32-40|Mark 6:1-13
lent|3|2|wednesday|Wednesday|119:97-120|81, 82|Gen. 45:16-28|1 Cor. 8:1-13|Mark 6:13-29
lent|3|2|thursday|Thursday|[83] or 42,43|85, 86|Gen. 46:1-7,28-34|1 Cor. 9:1-15|Mark 6:30-46
lent|3|2|friday|Friday|95* & 88|91, 92|Gen. 47:1-26|1 Cor. 9:16-27|Mark 6:47-56
lent|3|2|saturday|Saturday|87, 90|136|Gen. 47:27—48:7|1 Cor. 10:1-13|Mark 7:1-23
#| Week of 4 Lent
lent|4|2|sunday|Sunday|66, 67|19, 46|Gen. 48:8-22|Rom. 8:11-25|John 6:27-40
lent|4|2|monday|Monday|89:1-18|89:19-52|Gen. 49:1-28|1 Cor. 10:14—11:1|Mark 7:24-37
lent|4|2|tuesday|Tuesday|97, 99, [100]|94, [95]|Gen. 49:29—50:14|1 Cor. 11:17-34|Mark 8:1-10
lent|4|2|wednesday|Wednesday|101, 109:1-4(5-19)20-30|119:121-144|Gen. 50:15-26|1 Cor. 12:1-11|Mark 8:11-26
lent|4|2|thursday|Thursday|69:1-23(24-30)31-38|73|Exod. 1:6-22|1 Cor. 12:12-26|Mark 8:27—9:1
lent|4|2|friday|Friday|95* & 102|107:1-32|Exod. 2:1-22|1 Cor. 12:27—13:3|Mark 9:2-13
lent|4|2|saturday|Saturday|107:33-43, 108:1-6(7-13)|33|Exod. 2:23—3:15|1 Cor. 13:1-13|Mark 9:14-29
#| * For the|Invitatory
#| 956 Daily Office Year One
#| Week of 5 Lent
lent|5|1|sunday|Sunday|118|145|Jer. 23:16-32|1 Cor. 9:19-27|Mark 8:31—9:1
lent|5|1|monday|Monday|31|35|Jer. 24:1-10|Rom. 9:19-23|John 9:1-17
lent|5|1|tuesday|Tuesday|[120], 121, 122, 123|124, 125, 126, [127]|Jer. 25:8-17|Rom. 10:1-13|John 9:18-41
lent|5|1|wednesday|Wednesday|119:145-176|128, 129, 130|Jer. 25:30-38|Rom. 10:14-21|John 10:1-18
lent|5|1|thursday|Thursday|131, 132, [133]|140, 142|Jer. 26:1-16|Rom. 11:1-12|John 10:19-42
lent|5|1|friday|Friday|95* & 22|141, 143:1-11(12)|Jer. 29:1,4-13|Rom. 11:13-24|John 11:1-27, or 12:1-10
lent|5|1|saturday|Saturday|137:1-6(7-9), 144|42, 43|Jer. 31:27-34|Rom. 11:25-36|John 11:28-44, or 12:37-50
#| Holy Week
lent|6|1|sunday|Palm Sunday|Sunday|24, 29||Zech. 9:9-12|1 Tim. 6:12-16|
lent|6|1|sunday|Palm Sunday Evening||103|Zech. 12:9-11; 13:1,7-9||Matt. 21:12-17
lent|6|1|monday|Monday|51:1-18(19-20)|69:1-23|Jer. 12:1-16|Phil. 3:1-14|John 12:9-19
lent|6|1|tuesday|Tuesday|6, 12|94|Jer. 15:10-21|Phil. 3:15-21|John 12:20-26
lent|6|1|wednesday|Wednesday|55|74|Jer. 17:5-10, 14-17|Phil. 4:1-13|John 12:27-26
lent|6|1|thursday|Maundy Thursday|Thursday|102|142, 143|Jer. 20:7-11|1 Cor. 10:14-17; 11:27-32|John 17:1-11(12-26)
lent|6|1|friday|Good Friday|Friday|95 & 22|40:1-14(15-19),54|Wisdom 1:16—2:1,12-22 or Gen. 22:1-14|1 Peter 1:10-20|John 13:36-38
lent|6|1|friday|Good Friday Evening||40:1-14(15-19),54|Wisdom 1:16—2:1,12-22 or Gen. 22:1-14|1 Peter 1:10-20|John 19:38-42
lent|6|1|saturday|Holy Saturday|Saturday|95** & 88||Job 19:21-27a|Rom. 8:1-11
lent|6|1|saturday|Holy Saturday Evening|Saturday||27|Job 19:21-27a|Rom. 8:1-11|
#| *For the Invitatory **Intended for use in the morning ***Intended for use in the|evening
#| Daily Office Year Two 957
#| Week of 5 Lent
lent|5|2|sunday|Sunday|118|145|Exod. 3:16—4:12|Rom. 12:1-21|John 8:46-59
lent|5|2|monday|Monday|31|35|Exod. 4:10-20(21-26)27-31|1 Cor. 14:1-19|Mark 9:30-41
lent|5|2|tuesday|Tuesday|[120], 121, 122, 123|124, 125, 126, [127]|Exod. 5:1—6:1|1 Cor. 14:20-33a,39-40|Mark 9:42-50
lent|5|2|wednesday|Wednesday|119:145-176|128, 129, 130|Exod. 7:8-24|2 Cor. 2:14—3:6|Mark 10:1-16
lent|5|2|thursday|Thursday|131, 132, [133]|140, 142|Exod. 7:25—8:19|2 Cor. 3:7-18|Mark 10:17-31
lent|5|2|friday|Friday|95* & 22|141, 143:1-11(12)|Exod. 9:13-35|2 Cor. 4:1-12|Mark 10:32-45
lent|5|2|saturday|Saturday|137:1-6(7-9), 144|42, 43|Exod. 10:21—11:8|2 Cor. 4:13-18|Mark 10:46-52
#| Holy Week
lent|6|2|sunday|Palm Sunday|Sunday|24, 29||Zech. 9:9-12** 1|Tim. 6:12-16|
lent|6|2|sunday|Palm Sunday Evening||103|Zech. 12:9-11,13:1,7-9||Luke 19:41-48
lent|6|2|monday|Monday|51:1-18(19-20)|69:1-23|Lam. 1:1-2,6-12|2 Cor. 1:1-7|Mark 11:12-25
lent|6|2|tuesday|Tuesday|6, 12|94|Lam. 1:17-22|2 Cor. 1:8-22|Mark 11:27-33
lent|6|2|wednesday|Wednesday|55|74|Lam. 2:1-9|2 Cor. 1:23—2:11|Mark 12:1-11
lent|6|2|thursday|Maundy Thursday|Thursday|102|142, 143|Lam. 2:10-18|1 Cor. 10:14-17; 11:27-32|Mark 14:12-25
lent|6|2|friday|Good Friday|Friday|95* & 22|40:1-14(15-19),54|Lam. 3:1-9, 19-33|1 Pet. 1:10-20|John 13:36-38
lent|6|2|friday|Good Friday Evening|95* & 22|40:1-14(15-19),54|Lam. 3:1-9, 19-33|1 Pet. 1:10-20|John 19:38-42
lent|6|2|saturday|Holy Saturday|Saturday|95, 88||Lam. 3:37-58|Heb. 4:1-16|
lent|6|2|saturday|Holy Saturday Evening||27|Lam. 3:37-58|Rom. 8:1-11|
#| * For the Invitatory **Intended for use in the morning ***Intended for use in the|evening
#| 958 Daily Office Year One
#| Easter Week
easter|1|1|sunday|Easter Day|148, 149, 150||Exod. 12:1-14||John 1:1-18
easter|1|1|sunday|Easter Evening||113, 114, or 118|Isa. 51:9-11||Luke 24:13-35, orJohn 20:19-23***
easter|1|1|monday|Monday|93, 98|66|Jonah 2:1-9|Acts 2:14,22-32|John 14:1-14
easter|1|1|tuesday|Tuesday|103|111, 114|Isa. 30:18-21|Acts 2:36-41(42-47)*|John 14:15-31
easter|1|1|wednesday|Wednesday|97, 99|115|Micah 7:7-15|Acts 3:1-10|John 15:1-11
easter|1|1|thursday|Thursday|146, 147|148, 149|Ezek. 37:1-14|Acts 3:11-26|John 15:12-27
easter|1|1|friday|Friday|136|118|Dan. 12:1-4,13|Acts 4:1-12|John 16:1-15
easter|1|1|saturday|Saturday|145|104|Isa. 25:1-9|Acts 4:13-21(22-31)|John 16:16-33
#| Week of 2 Easter
easter|2|1|sunday|Sunday|146, 147|111, 112, 113|Isa. 43:8-13|1 Pet. 2:2-10|John 14:1-7
easter|2|1|monday|Monday|1, 2, 3|4, 7|Dan. 1:1-21|1 John 1:1-10|John 17:1-11
easter|2|1|tuesday|Tuesday|5, 6|10, 11|Dan. 2:1-16|1 John 2:1-11|John 17:12-19
easter|2|1|wednesday|Wednesday|119:1-24|12, 13, 14|Dan. 2:17-30|1 John 2:12-17|John 17:20-26
easter|2|1|thursday|Thursday|18:1-20|18:21-50|Dan. 2:31-49|1 John 2:18-29|Luke 3:1-14
easter|2|1|friday|Friday|16, 17|134, 135|Dan. 3:1-18|1 John 3:1-10|Luke 3:15-22
easter|2|1|saturday|Saturday|20, 21:1-7(8-14)|110:1-5(6-7), 116, 117|Dan. 3:19-30|1 John 3:11-18|Luke 4:1-13
#| ** Intended for use in the morning * Duplicates the First Lesson at the Eucharist.
#| *** Intended for use in the evening Readings from Year Two may be substituted.
#| Daily Office Year Two 959
#| Easter Week
easter|1|2|sunday|Easter Day|148, 149, 150||Exod. 12:1-14||John 1:1-18
easter|1|2|sunday|Easter Evening||113, 114, or 118|Isa. 51:9-11||Luke 24:13-35, or John 20:19-23
easter|1|2|monday|Monday|93, 98|66|Exod. 12:14-27|1 Cor. 15:1-11|Mark 16:1-8
easter|1|2|tuesday|Tuesday|103|111, 114|Exod. 12:28-39|1 Cor. 15:12-28|Mark 16:9-20
easter|1|2|wednesday|Wednesday|97, 99|115|Exod. 12:40-51|1 Cor. 15:(29)30-41|Matt. 28:1-16
easter|1|2|thursday|Thursday|146, 147|148, 149|Exod. 13:3-10|1 Cor. 15:41-50|Matt. 28:16-20
easter|1|2|friday|Friday|136|118|Exod. 13:1-2, 11-16|1 Cor. 15:51-58|Luke 24:1-12
easter|1|2|saturday|Saturday|145|104|Exod. 13:17—14:4|2 Cor. 4:16—5:10|Mark 12:18-27
#| Week of 2 Easter
easter|2|2|sunday|Sunday|146, 147|111, 112, 113|Exod. 14:5-22|1 John 1:1-7|John 14:1-7
easter|2|2|monday|Monday|1, 2, 3|4, 7|Exod. 14:21-31|1 Pet. 1:1-12|John 14:(1-7)8-17
easter|2|2|tuesday|Tuesday|5, 6|10, 11|Exod. 15:1-21|1 Pet. 1:13-25|John 14:18-31
easter|2|2|wednesday|Wednesday|119:1-24|12, 13, 14|Exod. 15:22—16:10|1 Pet. 2:1-10|John 15:1-11
easter|2|2|thursday|Thursday|18:1-20|18:21-50|Exod. 16:10-22|1 Pet. 2:11-25|John 15:12-27
easter|2|2|friday|Friday|16, 17|134, 135|Exod. 16:23-36|1 Pet. 3:13—4:6|John 16:1-15
easter|2|2|saturday|Saturday|20, 21:1-7(8-14)|110:1-5(6-7), 116, 117|Exod. 17:1-16|1 Pet. 4:7-19|John 16:16-33
#| ** Intended for use in the morning *** Intended for use in the evening
#| 960 Daily Office Year One
#| Week of 3 Easter
easter|3|1|sunday|Sunday|148, 149, 150|114, 115|Dan. 4:1-18|1 Pet. 4:7-11|John 21:15-25
